Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.51     0.00      225     0.00     0.00  std::string* std::__uninitialized_move_if_noexcept_a<std::string*, std::string*, std::allocator<std::string> >(std::string*, std::string*, std::string*, std::allocator<std::string>&)
  0.00      3.51     0.00      220     0.00     0.00  std::move_iterator<std::string*>::operator*() const
  0.00      3.51     0.00      220     0.00     0.00  std::move_iterator<std::string*>::operator++()
  0.00      3.51     0.00      220     0.00     0.00  void std::_Construct<std::string, std::string>(std::string*, std::string&&)
  0.00      3.51     0.00      220     0.00     0.00  std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&)
  0.00      3.51     0.00      220     0.00     0.00  std::string&& std::forward<std::string>(std::remove_reference<std::string>::type&)
  0.00      3.51     0.00      216     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_deallocate(unsigned char*, unsigned long)
  0.00      3.51     0.00      212     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::~_Vector_impl()
  0.00      3.51     0.00      212     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::~_Vector_base()
  0.00      3.51     0.00      212     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::~vector()
  0.00      3.51     0.00      211     0.00     0.00  void std::_Destroy<std::vector<unsigned char, std::allocator<unsigned char> > >(std::vector<unsigned char, std::allocator<unsigned char> >*)
  0.00      3.51     0.00      170     0.00     0.00  __gnu_cxx::new_allocator<std::string>::~new_allocator()
  0.00      3.51     0.00      170     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::__normal_iterator(unsigned char const* const&)
  0.00      3.51     0.00      170     0.00     0.00  __gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >::__normal_iterator(std::string* const&)
  0.00      3.51     0.00      170     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >::base() const
  0.00      3.51     0.00      170     0.00     0.00  std::allocator<std::string>::~allocator()
  0.00      3.51     0.00      170     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, false>::_S_base(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >)
  0.00      3.51     0.00      170     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >, true>::_S_base(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >)
  0.00      3.51     0.00      170     0.00     0.00  std::_Miter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >)
  0.00      3.51     0.00      170     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > > >(__gnu_cxx::__normal_iterator<unsigned char const*, std::vector<unsigned char, std::allocator<unsigned char> > >)
  0.00      3.51     0.00      169     0.00     0.00  std::_Iter_base<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, true>::_S_base(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >)
  0.00      3.51     0.00      169     0.00     0.00  std::_Niter_base<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >)
  0.00      3.51     0.00      140     0.00     0.00  bool std::operator==<std::vector<unsigned char, std::allocator<unsigned char> >*>(std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*> const&, std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*> const&)
  0.00      3.51     0.00      140     0.00     0.00  bool std::operator!=<std::vector<unsigned char, std::allocator<unsigned char> >*>(std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*> const&, std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*> const&)
  0.00      3.51     0.00      126     0.00     0.00  std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>::operator*() const
  0.00      3.51     0.00      126     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_M_swap_data(std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl&)
  0.00      3.51     0.00      126     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char>&&)
  0.00      3.51     0.00      126     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_base(std::_Vector_base<unsigned char, std::allocator<unsigned char> >&&)
  0.00      3.51     0.00      126     0.00     0.00  std::move_iterator<std::vector<unsigned char, std::allocator<unsigned char> >*>::operator++()
  0.00      3.51     0.00      126     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::vector(std::vector<unsigned char, std::allocator<unsigned char> >&&)
  0.00      3.51     0.00      126     0.00     0.00  void std::_Construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > >(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> >&&)
  0.00      3.51     0.00      126     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >&& std::forward<std::vector<unsigned char, std::allocator<unsigned char> > >(std::remove_reference<std::vector<unsigned char, std::allocator<unsigned char> > >::type&)
  0.00      3.51     0.00      111     0.00     0.00  MatrixB::operator=(MatrixB const&)
  0.00      3.51     0.00      111     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<char> >::_S_propagate_on_copy_assign()
  0.00      3.51     0.00      111     0.00     0.00  MatrixB::operator^(MatrixB) const
  0.00      3.51     0.00      111     0.00     0.00  std::vector<char, std::allocator<char> >::capacity() const
  0.00      3.51     0.00      111     0.00     0.00  void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >)
  0.00      3.51     0.00      111     0.00     0.00  std::vector<char, std::allocator<char> >::operator=(std::vector<char, std::allocator<char> > const&)
  0.00      3.51     0.00      111     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >)
  0.00      3.51     0.00      111     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > std::copy<__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >)
  0.00      3.51     0.00      111     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >)
  0.00      3.51     0.00      111     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, char>(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >, std::allocator<char>&)
  0.00      3.51     0.00      105     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::size() const
  0.00      3.51     0.00      103     0.00     0.00  MatrixB::all() const
  0.00      3.51     0.00      102     0.00     0.00  MatrixB::operator==(MatrixB) const
  0.00      3.51     0.00       97     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::max_size() const
  0.00      3.51     0.00       97     0.00     0.00  std::_Iter_base<unsigned char*, false>::_S_base(unsigned char*)
  0.00      3.51     0.00       97     0.00     0.00  std::_Niter_base<unsigned char*>::iterator_type std::__niter_base<unsigned char*>(unsigned char*)
  0.00      3.51     0.00       93     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_get_Tp_allocator() const
  0.00      3.51     0.00       90     0.00     0.00  PossibleCombinations::PossibleCombinations()
  0.00      3.51     0.00       90     0.00     0.00  void std::_Construct<PossibleCombinations>(PossibleCombinations*)
  0.00      3.51     0.00       89     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::deallocate(unsigned char*, unsigned long)
  0.00      3.51     0.00       89     0.00     0.00  __gnu_cxx::new_allocator<unsigned char>::allocate(unsigned long, void const*)
  0.00      3.51     0.00       89     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_allocate(unsigned long)
  0.00      3.51     0.00       85     0.00     0.00  exist(std::string const&)
  0.00      3.51     0.00       85     0.00     0.00  PossibleCombinations::load(std::string)
  0.00      3.51     0.00       85     0.00     0.00  __gnu_cxx::new_allocator<std::string>::new_allocator(__gnu_cxx::new_allocator<std::string> const&)
  0.00      3.51     0.00       85     0.00     0.00  __gnu_cxx::new_allocator<std::string>::new_allocator()
  0.00      3.51     0.00       85     0.00     0.00  void __gnu_cxx::new_allocator<std::vector<unsigned char, std::allocator<unsigned char> > >::construct<std::vector<unsigned char, std::allocator<unsigned char> >, std::vector<unsigned char, std::allocator<unsigned char> > const&>(std::vector<unsigned char, std::allocator<unsigned char> >*, std::vector<unsigned char, std::allocator<unsigned char> > const&)
  0.00      3.51     0.00       85     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<unsigned char> >::_S_select_on_copy(std::allocator<unsigned char> const&)
  0.00      3.51     0.00       85     0.00     0.00  __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > >::difference_type __gnu_cxx::operator-<char*, std::vector<char, std::allocator<char> > >(__gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&, __gnu_cxx::__normal_iterator<char*, std::vector<char, std::allocator<char> > > const&)
  0.00      3.51     0.00       85     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::end() const
  0.00      3.51     0.00       85     0.00     0.00  std::vector<unsigned char, std::allocator<unsigned char> >::begin() const
  0.00      3.51     0.00       85     0.00     0.00  std::allocator<std::string>::allocator(std::allocator<std::string> const&)
  0.00      3.51     0.00       85     0.00     0.00  std::allocator<std::string>::allocator()
  0.00      3.51     0.00       85     0.00     0.00  unsigned char* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned char>(unsigned char const*, unsigned char const*, unsigned char*)
  0.00      3.51     0.00       85     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl(std::allocator<std::string> const&)
  0.00      3.51     0.00       85     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::~_Vector_impl()
  0.00      3.51     0.00       85     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base(std::allocator<std::string> const&)
  0.00      3.51     0.00       85     0.00     0.00  std::_Vector_base<std::string, std::allocator<std::string> >::~_Vector_base()
  0.00      3.51     0.00       85     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_Vector_impl::_Vector_impl(std::allocator<unsigned char> const&)
  0.00      3.51     0.00       85     0.00     0.00  std::_Vector_base<unsigned char, std::allocator<unsigned char> >::_M_create_storage(unsigned long)
